crop_id,geography_id,period_start,period_end,planned_area_ha,reference_area_ha,area_unit,ratio,risk_level,data_kind,dataset_version
bell_pepper,mun_0105541000,2027-10-01,2027-12-31,28.1897,33.1643,ha,0.850001,low,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0105542000,2027-01-01,2027-03-31,49.2978,37.0660,ha,1.330001,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0105542000,2027-04-01,2027-06-30,62.7854,37.8225,ha,1.660001,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0105542000,2027-07-01,2027-09-30,30.5426,41.2738,ha,0.740000,low,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0105542000,2027-10-01,2027-12-31,57.8230,37.0660,ha,1.560001,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0105543000,2027-01-01,2027-03-31,33.5480,25.0358,ha,1.340001,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0105543000,2027-04-01,2027-06-30,24.2695,25.5468,ha,0.950002,moderate,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0105543000,2027-07-01,2027-09-30,48.2288,27.8779,ha,1.730001,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0105543000,2027-10-01,2027-12-31,23.2833,25.0358,ha,0.930000,moderate,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0105544000,2027-01-01,2027-03-31,39.4591,24.0604,ha,1.640002,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0105544000,2027-04-01,2027-06-30,20.8687,24.5514,ha,0.850000,low,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0105544000,2027-07-01,2027-09-30,31.6142,26.7917,ha,1.180000,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0105544000,2027-10-01,2027-12-31,24.3010,24.0604,ha,1.010000,moderate,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0105545000,2027-01-01,2027-03-31,39.4266,27.9621,ha,1.410001,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0105545000,2027-04-01,2027-06-30,42.7990,28.5327,ha,1.499998,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0105545000,2027-07-01,2027-09-30,37.3636,31.1363,ha,1.200001,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0105545000,2027-10-01,2027-12-31,42.2228,27.9621,ha,1.510001,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0105546000,2027-01-01,2027-03-31,37.3098,24.3855,ha,1.529999,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0105546000,2027-04-01,2027-06-30,43.5456,24.8832,ha,1.750000,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0105546000,2027-07-01,2027-09-30,23.0807,27.1538,ha,0.849999,low,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0105546000,2027-10-01,2027-12-31,41.2115,24.3855,ha,1.690000,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0105547000,2027-01-01,2027-03-31,52.8808,34.7900,ha,1.520000,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0105547000,2027-04-01,2027-06-30,55.0250,35.5000,ha,1.550000,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0105547000,2027-07-01,2027-09-30,53.8478,38.7394,ha,1.390001,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0105547000,2027-10-01,2027-12-31,45.5749,34.7900,ha,1.310000,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0105548000,2027-01-01,2027-03-31,39.7971,29.2626,ha,1.359999,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0105548000,2027-04-01,2027-06-30,25.0822,29.8598,ha,0.839999,low,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0105548000,2027-07-01,2027-09-30,56.3714,32.5846,ha,1.730001,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0105548000,2027-10-01,2027-12-31,21.6543,29.2626,ha,0.739999,low,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0200901000,2027-01-01,2027-03-31,30.1991,35.1152,ha,0.860001,low,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0200901000,2027-04-01,2027-06-30,25.7989,35.8318,ha,0.720000,low,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0200901000,2027-07-01,2027-09-30,36.7554,39.1015,ha,0.940000,moderate,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0200901000,2027-10-01,2027-12-31,60.7493,35.1152,ha,1.730000,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0200902000,2027-01-01,2027-03-31,32.5108,32.1889,ha,1.010000,moderate,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0200902000,2027-04-01,2027-06-30,26.2766,32.8458,ha,0.799999,low,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0200902000,2027-07-01,2027-09-30,59.1410,35.8430,ha,1.650001,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0200902000,2027-10-01,2027-12-31,38.3048,32.1889,ha,1.190000,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0200903000,2027-01-01,2027-03-31,30.4006,27.6369,ha,1.100000,moderate,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0200903000,2027-04-01,2027-06-30,23.9708,28.2010,ha,0.849998,low,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0200903000,2027-07-01,2027-09-30,27.0814,30.7743,ha,0.880001,low,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0200903000,2027-10-01,2027-12-31,43.3899,27.6369,ha,1.569999,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0200904000,2027-01-01,2027-03-31,38.7047,31.2135,ha,1.239999,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0200904000,2027-04-01,2027-06-30,47.4572,31.8505,ha,1.489999,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0200904000,2027-07-01,2027-09-30,44.1413,34.7569,ha,1.270001,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0200904000,2027-10-01,2027-12-31,31.5256,31.2135,ha,1.009999,moderate,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0200905000,2027-01-01,2027-03-31,43.7054,30.5632,ha,1.430001,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0200905000,2027-04-01,2027-06-30,45.8447,31.1869,ha,1.469999,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0200905000,2027-07-01,2027-09-30,41.5200,34.0328,ha,1.220000,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0200905000,2027-10-01,2027-12-31,30.2576,30.5632,ha,0.990001,moderate,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0200906000,2027-01-01,2027-03-31,25.9462,34.1398,ha,0.759999,low,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0200906000,2027-04-01,2027-06-30,42.5005,34.8365,ha,1.219999,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0200906000,2027-07-01,2027-09-30,63.1054,38.0153,ha,1.660000,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0200906000,2027-10-01,2027-12-31,47.4543,34.1398,ha,1.389999,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201501000,2027-01-01,2027-03-31,40.1127,23.7353,ha,1.690002,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201501000,2027-04-01,2027-06-30,35.6028,24.2196,ha,1.470000,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201501000,2027-07-01,2027-09-30,21.9367,26.4297,ha,0.830002,low,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201501000,2027-10-01,2027-12-31,17.5641,23.7353,ha,0.739999,low,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201502000,2027-01-01,2027-03-31,46.4528,29.5878,ha,1.569998,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201502000,2027-04-01,2027-06-30,32.0031,30.1916,ha,1.060000,moderate,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201502000,2027-07-01,2027-09-30,47.4431,32.9466,ha,1.440000,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201502000,2027-10-01,2027-12-31,42.6064,29.5878,ha,1.439999,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201503000,2027-01-01,2027-03-31,66.9366,38.6917,ha,1.729999,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201503000,2027-04-01,2027-06-30,37.1124,39.4813,ha,0.939999,moderate,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201503000,2027-07-01,2027-09-30,63.3335,43.0840,ha,1.470000,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201503000,2027-10-01,2027-12-31,47.5908,38.6917,ha,1.230000,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201504000,2027-01-01,2027-03-31,20.6269,33.8146,ha,0.610000,low,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201504000,2027-04-01,2027-06-30,40.0255,34.5047,ha,1.160001,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201504000,2027-07-01,2027-09-30,59.1157,37.6533,ha,1.570001,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201504000,2027-10-01,2027-12-31,34.4909,33.8146,ha,1.020000,moderate,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201505000,2027-01-01,2027-03-31,44.1151,41.6180,ha,1.060000,moderate,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201505000,2027-04-01,2027-06-30,45.8647,42.4673,ha,1.080000,moderate,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201505000,2027-07-01,2027-09-30,81.0994,46.3425,ha,1.750001,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201505000,2027-10-01,2027-12-31,45.7798,41.6180,ha,1.100000,moderate,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201506000,2027-01-01,2027-03-31,47.2104,39.0169,ha,1.209999,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201506000,2027-04-01,2027-06-30,29.0636,39.8131,ha,0.730001,low,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201506000,2027-07-01,2027-09-30,64.7347,43.4461,ha,1.490000,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201506000,2027-10-01,2027-12-31,44.8694,39.0169,ha,1.149999,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201507000,2027-01-01,2027-03-31,25.8097,31.8638,ha,0.810001,low,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201507000,2027-04-01,2027-06-30,56.8995,32.5140,ha,1.750000,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201507000,2027-07-01,2027-09-30,57.4792,35.4810,ha,1.619999,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201507000,2027-10-01,2027-12-31,23.5792,31.8638,ha,0.740000,low,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201508000,2027-01-01,2027-03-31,56.4444,40.3174,ha,1.400001,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201508000,2027-04-01,2027-06-30,72.4068,41.1402,ha,1.760001,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201508000,2027-07-01,2027-09-30,76.3203,44.8943,ha,1.700000,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201508000,2027-10-01,2027-12-31,49.5904,40.3174,ha,1.230000,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201509000,2027-01-01,2027-03-31,36.5524,23.7353,ha,1.540002,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201509000,2027-04-01,2027-06-30,31.2433,24.2196,ha,1.290001,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201509000,2027-07-01,2027-09-30,30.3942,26.4297,ha,1.150002,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201509000,2027-10-01,2027-12-31,23.7353,23.7353,ha,1.000000,moderate,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201510000,2027-01-01,2027-03-31,44.1151,34.4649,ha,1.280001,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201510000,2027-04-01,2027-06-30,59.7861,35.1683,ha,1.700000,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201510000,2027-07-01,2027-09-30,26.0966,38.3774,ha,0.679999,low,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201510000,2027-10-01,2027-12-31,55.4885,34.4649,ha,1.610000,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201511000,2027-01-01,2027-03-31,58.8114,38.6917,ha,1.520000,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201511000,2027-04-01,2027-06-30,59.2219,39.4813,ha,1.499999,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201511000,2027-07-01,2027-09-30,36.1906,43.0840,ha,0.840001,low,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201511000,2027-10-01,2027-12-31,41.7870,38.6917,ha,1.079999,moderate,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201512000,2027-01-01,2027-03-31,22.1290,26.6615,ha,0.829998,low,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201512000,2027-04-01,2027-06-30,36.1834,27.2056,ha,1.329998,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201512000,2027-07-01,2027-09-30,22.2661,29.6881,ha,0.750001,low,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201512000,2027-10-01,2027-12-31,32.2604,26.6615,ha,1.209999,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201513000,2027-01-01,2027-03-31,23.2833,25.0358,ha,0.930000,moderate,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201513000,2027-04-01,2027-06-30,31.9335,25.5468,ha,1.250000,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201513000,2027-07-01,2027-09-30,40.1442,27.8779,ha,1.440001,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201513000,2027-10-01,2027-12-31,15.5222,25.0358,ha,0.620000,low,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201514000,2027-01-01,2027-03-31,42.6357,30.2381,ha,1.409999,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201514000,2027-04-01,2027-06-30,32.7065,30.8552,ha,1.060000,moderate,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201514000,2027-07-01,2027-09-30,26.2631,33.6707,ha,0.779999,low,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201514000,2027-10-01,2027-12-31,22.0738,30.2381,ha,0.730000,low,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201515000,2027-01-01,2027-03-31,53.3296,38.3666,ha,1.390001,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201515000,2027-04-01,2027-06-30,43.0646,39.1496,ha,1.100001,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201515000,2027-07-01,2027-09-30,31.6143,42.7220,ha,0.740000,low,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201515000,2027-10-01,2027-12-31,23.4036,38.3666,ha,0.609999,low,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201516000,2027-01-01,2027-03-31,51.9738,37.3912,ha,1.390001,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201516000,2027-04-01,2027-06-30,51.5082,38.1542,ha,1.350001,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201516000,2027-07-01,2027-09-30,48.7139,41.6358,ha,1.170000,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201516000,2027-10-01,2027-12-31,66.5563,37.3912,ha,1.779999,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201517000,2027-01-01,2027-03-31,42.9445,33.8146,ha,1.269999,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201517000,2027-04-01,2027-06-30,51.4120,34.5047,ha,1.490000,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201517000,2027-07-01,2027-09-30,64.0106,37.6533,ha,1.700000,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201517000,2027-10-01,2027-12-31,26.7135,33.8146,ha,0.789999,low,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201518000,2027-01-01,2027-03-31,28.7067,26.3364,ha,1.090001,moderate,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201518000,2027-04-01,2027-06-30,34.9361,26.8739,ha,1.300001,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201518000,2027-07-01,2027-09-30,20.5283,29.3261,ha,0.700001,low,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201518000,2027-10-01,2027-12-31,45.2986,26.3364,ha,1.720000,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201519000,2027-01-01,2027-03-31,38.9486,39.3420,ha,0.990001,moderate,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201519000,2027-04-01,2027-06-30,40.5463,40.1449,ha,1.009999,moderate,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201519000,2027-07-01,2027-09-30,28.4753,43.8081,ha,0.650001,low,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201519000,2027-10-01,2027-12-31,60.1933,39.3420,ha,1.530001,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201520000,2027-01-01,2027-03-31,36.6953,37.0660,ha,0.989999,moderate,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201520000,2027-04-01,2027-06-30,59.7595,37.8225,ha,1.579999,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201520000,2027-07-01,2027-09-30,66.4508,41.2738,ha,1.610000,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201520000,2027-10-01,2027-12-31,25.9462,37.0660,ha,0.700000,low,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201521000,2027-01-01,2027-03-31,38.6267,28.6124,ha,1.349999,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201521000,2027-04-01,2027-06-30,50.5096,29.1963,ha,1.730000,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201521000,2027-07-01,2027-09-30,55.4371,31.8604,ha,1.740000,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201521000,2027-10-01,2027-12-31,26.6095,28.6124,ha,0.929999,moderate,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201522000,2027-01-01,2027-03-31,21.4593,28.6124,ha,0.750000,low,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201522000,2027-04-01,2027-06-30,32.1159,29.1963,ha,1.099999,moderate,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201522000,2027-07-01,2027-09-30,28.6744,31.8604,ha,0.900001,moderate,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201522000,2027-10-01,2027-12-31,27.1818,28.6124,ha,0.950001,moderate,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201523000,2027-01-01,2027-03-31,21.2154,24.3855,ha,0.870001,low,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201523000,2027-04-01,2027-06-30,38.5690,24.8832,ha,1.550002,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201523000,2027-07-01,2027-09-30,26.3392,27.1538,ha,0.970001,moderate,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201523000,2027-10-01,2027-12-31,26.3363,24.3855,ha,1.079998,moderate,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201524000,2027-01-01,2027-03-31,29.9129,29.9129,ha,1.000000,moderate,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201524000,2027-04-01,2027-06-30,42.4275,30.5234,ha,1.389999,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201524000,2027-07-01,2027-09-30,23.9823,33.3087,ha,0.720001,low,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201524000,2027-10-01,2027-12-31,48.1598,29.9129,ha,1.610001,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201525000,2027-01-01,2027-03-31,50.7870,35.7655,ha,1.420000,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201525000,2027-04-01,2027-06-30,25.1818,36.4954,ha,0.689999,low,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201525000,2027-07-01,2027-09-30,55.3576,39.8256,ha,1.390000,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201525000,2027-10-01,2027-12-31,63.3049,35.7655,ha,1.769999,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201526000,2027-01-01,2027-03-31,46.9925,31.5386,ha,1.490000,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201526000,2027-04-01,2027-06-30,26.3895,32.1823,ha,0.820000,low,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201526000,2027-07-01,2027-09-30,25.9880,35.1189,ha,0.740000,low,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201526000,2027-10-01,2027-12-31,42.5771,31.5386,ha,1.350000,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201527000,2027-01-01,2027-03-31,36.7799,36.4157,ha,1.010001,moderate,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201527000,2027-04-01,2027-06-30,31.9567,37.1589,ha,0.860001,low,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201527000,2027-07-01,2027-09-30,37.7112,40.5497,ha,0.929999,moderate,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201527000,2027-10-01,2027-12-31,31.3175,36.4157,ha,0.860000,low,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201528000,2027-01-01,2027-03-31,44.7914,27.3118,ha,1.640002,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201528000,2027-04-01,2027-06-30,17.5576,27.8692,ha,0.630000,low,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201528000,2027-07-01,2027-09-30,48.0513,30.4122,ha,1.580001,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201528000,2027-10-01,2027-12-31,17.4796,27.3118,ha,0.640002,low,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201529000,2027-01-01,2027-03-31,50.0390,30.8883,ha,1.619999,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201529000,2027-04-01,2027-06-30,35.3009,31.5187,ha,1.119999,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201529000,2027-07-01,2027-09-30,38.8661,34.3948,ha,1.129999,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0201529000,2027-10-01,2027-12-31,41.3903,30.8883,ha,1.339999,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0203101000,2027-01-01,2027-03-31,22.6688,27.3118,ha,0.830000,low,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0203101000,2027-04-01,2027-06-30,34.2791,27.8692,ha,1.229999,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0203101000,2027-07-01,2027-09-30,30.4122,30.4122,ha,1.000000,moderate,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0203101000,2027-10-01,2027-12-31,17.4796,27.3118,ha,0.640002,low,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0203102000,2027-01-01,2027-03-31,26.3363,29.2626,ha,0.899999,low,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0203102000,2027-04-01,2027-06-30,52.5532,29.8598,ha,1.759998,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0203102000,2027-07-01,2027-09-30,29.0003,32.5846,ha,0.890000,low,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0203102000,2027-10-01,2027-12-31,45.0644,29.2626,ha,1.540000,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0203103000,2027-01-01,2027-03-31,35.6353,26.0112,ha,1.369998,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0203103000,2027-04-01,2027-06-30,32.1159,26.5421,ha,1.209998,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0203103000,2027-07-01,2027-09-30,31.2811,28.9640,ha,1.079999,moderate,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0203103000,2027-10-01,2027-12-31,20.2887,26.0112,ha,0.779999,low,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0203104000,2027-01-01,2027-03-31,19.3914,23.0850,ha,0.840000,low,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0203104000,2027-04-01,2027-06-30,20.9649,23.5561,ha,0.889999,low,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0203104000,2027-07-01,2027-09-30,42.1572,25.7056,ha,1.640001,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0203104000,2027-10-01,2027-12-31,31.8573,23.0850,ha,1.380000,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0203105000,2027-01-01,2027-03-31,52.0680,33.1643,ha,1.570001,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0203105000,2027-04-01,2027-06-30,41.2863,33.8412,ha,1.220001,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0203105000,2027-07-01,2027-09-30,32.4977,36.9292,ha,0.880000,low,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0203105000,2027-10-01,2027-12-31,24.8732,33.1643,ha,0.749999,low,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0203106000,2027-01-01,2027-03-31,28.4661,33.4895,ha,0.850001,low,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0203106000,2027-04-01,2027-06-30,40.6658,34.1729,ha,1.190001,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0203106000,2027-07-01,2027-09-30,45.1224,37.2912,ha,1.210001,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0203106000,2027-10-01,2027-12-31,45.8806,33.4895,ha,1.370000,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0203107000,2027-01-01,2027-03-31,30.7713,33.8146,ha,0.910000,moderate,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0203107000,2027-04-01,2027-06-30,62.1085,34.5047,ha,1.800001,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0203107000,2027-07-01,2027-09-30,30.4992,37.6533,ha,0.810001,low,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0203107000,2027-10-01,2027-12-31,43.2827,33.8146,ha,1.280000,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0203108000,2027-01-01,2027-03-31,50.7804,37.0660,ha,1.369999,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0203108000,2027-04-01,2027-06-30,34.0402,37.8225,ha,0.899999,low,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0203108000,2027-07-01,2027-09-30,49.5286,41.2738,ha,1.200001,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0203108000,2027-10-01,2027-12-31,57.0816,37.0660,ha,1.539999,high,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0203109000,2027-01-01,2027-03-31,18.6989,23.0850,ha,0.810002,low,synthetic_demo,demo-2026-09-v1
bell_pepper,mun_0203109000,2027-04-01,2027-06-30,21.4361,23.5561,ha,0.910002,moderate,synthetic_demo,demo-2026-09-v1
